ID,NAME,TYPE,COUNTRY,REGION,GRAPES,BODY,ACIDITY,PRICE,VINTAGE,DESCRIPTION,URL,IMAGE_URL 
3540,"Guerila, Zelen, Primorska, Slovenia",White Wine,Slovenia,Vipava Valley,Zelen ,0,0,18.95,2018,"Light green colour with yellow hues, brilliant. Strongly expressed varietal characteristics. An aroma of Mediterranean herbs - bay, rosemary, thyme – combined with fruity and floral notes. A delicate, mineral wine with just the right balance of freshness and smoothness.",,https://www.alliancewine.com//images/products/BOTTLE_2591.png?mode=pad
3539,"Guillaume Gonnet,  Muscat de Beaumes de Venise, Southern Rhône, France (37.5cl.)",White Wine,France,Rhône,Muscat Blanc à Petits Grains ,4,3,18.95,2020,"A welcoming bouquet of white flowers, peach and exotic fruits greet the nose, which follow on to the palate with a deliciously sweet finish.",,https://www.alliancewine.com//images/products/BOTTLE_2436.png?mode=pad
3538,"Guillaume Gonnet,  Muscat de Beaumes de Venise, Southern Rhône, France (37.5cl.)",White Wine,France,Rhône,Muscat Blanc à Petits Grains ,4,3,18.95,2019,"A welcoming bouquet of white flowers, peach and exotic fruits greet the nose, which follow on to the palate with a deliciously sweet finish.",,https://www.alliancewine.com//images/products/BOTTLE_2436.png?mode=pad
3537,"Guillaume Gonnet,  Muscat de Beaumes de Venise, Southern Rhône, France (37.5cl.)",White Wine,France,Rhône,Muscat Blanc à Petits Grains ,4,3,18.95,2018,"A welcoming bouquet of white flowers, peach and exotic fruits greet the nose, which follow on to the palate with a deliciously sweet finish.",,https://www.alliancewine.com//images/products/BOTTLE_2436.png?mode=pad
3536,"Domaine Sainte Marie, Tradition, Côtes de Provence, Rosé, Provence, France",Rosé Wine,France,Côtes de Provence," Tiburen ,  Syah ,  Cinsault , Grenahce ",0,0,18.95,2020,"This pink and exquisite wine starts with various fragrances of peach, grape, apricot, boxwood and a bud of blackcurrant. A mix of sensations which declines with even stronger sensations in the mouth.",,-
3535,"Adega Ponte da Boga, Godello, DO Ribeira Sacra, Spain",White Wine,Spain,Galicia,Godello ,4,3,18.45,2019,"A greenish yellow colour, with a subtle yet complex and well structured citrus profile with a touch of pear. This follows with nuances of herb and jasmine, whilst the palate is a refreshing mouth full of pear, green apple and mineral notes.",,https://www.alliancewine.com//images/products/BOTTLE_3697.png?mode=pad
3534,"Domaine de Fussiacus, Mâcon-Fuissé, Burgundy, France",White Wine,France,Burgundy,Chardonnay ,0,0,18.45,2019,Aromas of lemons and citrus fruit with a hint of stony minerality. Round smooth mouthfeel with apple and lemon flavours. The finish is lively with well balanced acidity. All in all a classy glass of Chardonnay.,,https://www.alliancewine.com//images/products/BOTTLE_2632.png?mode=pad
3533,"Domaine de Fussiacus, Mâcon-Fuissé, Burgundy, France",White Wine,France,Burgundy,Chardonnay ,0,0,18.45,2020,Aromas of lemons and citrus fruit with a hint of stony minerality. Round smooth mouthfeel with apple and lemon flavours. The finish is lively with well balanced acidity. All in all a classy glass of Chardonnay.,,https://www.alliancewine.com//images/products/BOTTLE_2632.png?mode=pad
3532,"Guillaume Gonnet, Cairanne, Southern Rhône, France",Red Wine,France,Rhône," Syrah , Grenache ",4,4,18.45,2017,"The nose is packed full of Cassis, Grenadine, and the ""to be expected"" pure Provencal aromas of “garrigue” (local herbs). The mouth follows the nose but is more complex with kirsch, fig, stewed blackberries, black olive tapenade and liquorice. Lovely soft, round tannins. ",,-
3531,"Guillaume Gonnet, Cairanne, Southern Rhône, France",Red Wine,France,Rhône," Syrah , Grenache ",4,4,18.45,2018,"The nose is packed full of Cassis, Grenadine, and the ""to be expected"" pure Provencal aromas of “garrigue” (local herbs). The mouth follows the nose but is more complex with kirsch, fig, stewed blackberries, black olive tapenade and liquorice. Lovely soft, round tannins. ",,-
3530,"Domaine Pierre Marchand, Pouilly Fumé, Les Loges, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,18.45,2020,"A complex, concentrated example of Pouilly Fumé with well balanced, crisp gooseberry and blackcurrant leaf fruit overlaid with hints of citrus and mineral. The finish is elegant and long with hints of flint and ripe apple.",,https://www.alliancewine.com//images/products/BOTTLE_1198.png?mode=pad
3529,"Domaine Pierre Marchand, Pouilly Fumé, Les Loges, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,18.45,2019,"A complex, concentrated example of Pouilly Fumé with well balanced, crisp gooseberry and blackcurrant leaf fruit overlaid with hints of citrus and mineral. The finish is elegant and long with hints of flint and ripe apple.",,https://www.alliancewine.com//images/products/BOTTLE_1198.png?mode=pad
3528,"Giavi Prosecco Superiore Extra Dry, Conegliano Valdobbiadene DOCG, Italy",White Wine,Italy,Veneto,Glera ,3,4,18.45,2020,"Brillant pale straw yellow with greenish hues. Very fine and persistent perlage. It shows typical aromas of apple, pear and white flowers that complement notes of honey and camomile. On the palate it is refreshing, balanced and smooth. Superb balance between the sweet hints and the acidity and finishing with a lovely mineral note.",,https://www.alliancewine.com//images/products/BOTTLE_2527.png?mode=pad
3527,"Giavi Prosecco Superiore Extra Dry, Conegliano Valdobbiadene DOCG, Italy",White Wine,Italy,Veneto,Glera ,3,4,18.45,2019,"Brillant pale straw yellow with greenish hues. Very fine and persistent perlage. It shows typical aromas of apple, pear and white flowers that complement notes of honey and camomile. On the palate it is refreshing, balanced and smooth. Superb balance between the sweet hints and the acidity and finishing with a lovely mineral note.",,https://www.alliancewine.com//images/products/BOTTLE_2527.png?mode=pad
3526,"Giavi, Prosecco Superiore Brut, Conegliano Valdobbiadene, DOCG, Veneto, Italy",White Wine,Italy,Veneto,Glera ,3,4,18.45,2020,Fragrant with aromas of green apple and pear enriched by delicate floral notes. On the palate it is balanced and round with a very pleasant acidity. Creamy and elegant perlage with long aftertaste,,https://www.alliancewine.com//images/products/BOTTLE_2523.png?mode=pad
3525,"Giavi, Prosecco Superiore Brut, Conegliano Valdobbiadene, DOCG, Veneto, Italy",White Wine,Italy,Veneto,Glera ,3,4,18.45,2019,Fragrant with aromas of green apple and pear enriched by delicate floral notes. On the palate it is balanced and round with a very pleasant acidity. Creamy and elegant perlage with long aftertaste,,https://www.alliancewine.com//images/products/BOTTLE_2523.png?mode=pad
3524,"Tenute Rubino, 'Oltreme', Salento Rosso, Susaminiello, IGT, Puglia, Italy",Red Wine,Italy,Puglia,Susamaniello ,0,0,18.45,2018,"100% Susumaniello, the most pure expression of a typical variety of the Brindisi area. It matures only in stainless steel vats allowing the primary flavours to fully express themselves. It enchants with simplicity through its fruity and spicy flavours. Intense ruby red with purple highlights. Red fruits such as cherry, pomegranate, raspberry and ripe plums. A balanced velvety wine with elegant tannins.",,https://www.alliancewine.com//images/products/BOTTLE_2756.png?mode=pad
3523,"Adega Ponte da Boga, Albariño, DO Ribeira Sacra, Spain",White Wine,Spain,Galicia,Albariño ,3,4,18.45,2019,"A greenish yellow colour, with intense and complex notes of lime, lemon marmalade, apricot, rose and lavender with additional smoky notes. Grapefruit, lemon and nectarine are evident on the palate.",,https://www.alliancewine.com//images/products/BOTTLE_3698.png?mode=pad
3522,"Adega Ponte da Boga, Albariño, DO Ribeira Sacra, Spain",White Wine,Spain,Galicia,Albariño ,3,4,18.45,2018,"A greenish yellow colour, with intense and complex notes of lime, lemon marmalade, apricot, rose and lavender with additional smoky notes. Grapefruit, lemon and nectarine are evident on the palate.",,https://www.alliancewine.com//images/products/BOTTLE_3698.png?mode=pad
3521,"Château Ka Source Blanche, Bekaa Valley, Lebanon",White Wine,Lebanon,Bekaa Valley," Chardonnay ,  Viognier ,  Sauvignon Blanc  , Muscat ",0,0,17.95,2020,This unusual blend of grape varieties creates this exceptionally satisfying wine. Floral and citrusy with great depth of character.,,https://www.alliancewine.com//images/products/BOTTLE_7809.png?mode=pad
3520,"Château Ka Source Blanche, Bekaa Valley, Lebanon",White Wine,Lebanon,Bekaa Valley," Viognier ,  Muscat ,  Chardonnay , Sauvignon Blanc ",0,0,17.95,2019,This unusual blend of grape varieties creates this exceptionally satisfying wine. Floral and citrusy with great depth of character.,,https://www.alliancewine.com//images/products/BOTTLE_7809.png?mode=pad
3519,"Château Ka Source Blanche, Bekaa Valley, Lebanon",White Wine,Lebanon,Bekaa Valley," Chardonnay ,  Viognier ,  Muscat , Sauvignon Blanc ",0,0,17.95,2018,This unusual blend of grape varieties creates this exceptionally satisfying wine. Floral and citrusy with great depth of character.,,https://www.alliancewine.com//images/products/BOTTLE_7809.png?mode=pad
3518,"Chateau Ka, Source de Rouge, Bekaa Valley, Lebanon",Red Wine,Lebanon,Bekaa Valley," Merlot ,  Syrah , Cabernet Sauvignon ",0,0,17.95,2017,A delicate bouquet of red fruits and subtle spice whilst red pepper and soft tannins add to the fruit and fills the palate with hints of liquorice.,,https://www.alliancewine.com//images/products/BOTTLE_7804.png?mode=pad
3517,"Château L’Escarelle, Les deux Anges Rosé, AOP Coteaux Varois en Provence",Rosé Wine,France,Côtes de Provence," Cinsault ,  Grenache , Syrah ",2,4,17.95,2020,"In the autumn of 2015 they began building a new storehouse. This new premises, which boasts the very latest technology, operates alongside the more traditional wine-making facilities and cellars. To their great surprise, during the building work they uncovered two statues depicting a couple of cheerful cherubs! The wine ‘Les deux anges’ (the two angels) draws its inspiration from these statues. Subtle and elegant with wild strawberry and citrus fruit on the nose. The palate is clean and fresh with beautiful smoothness and mango and pomelo notes.",,https://www.alliancewine.com//images/products/BOTTLE_4295.png?mode=pad
3516,"Manos Negras, Stone Soil Select Malbec, Paraje Altamira, Uco Valley, Argentina",Red Wine,Argentina,Mendoza,Malbec ,4,3,17.95,2018,"Medicinal and ripe on the nose, deep and inviting. Silky texture with a racy flash of acidity on the finish. Excellent plum fruit, herbal hints and wonderful structure with fig flavours on the long finish.",,https://www.alliancewine.com//images/products/BOTTLE_3791.png?mode=pad
3515,"Manos Negras, Stone Soil Select Malbec, Paraje Altamira, Uco Valley, Argentina",Red Wine,Argentina,Mendoza,Malbec ,4,3,17.95,2017,"Medicinal and ripe on the nose, deep and inviting. Silky texture with a racy flash of acidity on the finish. Excellent plum fruit, herbal hints and wonderful structure with fig flavours on the long finish.",,https://www.alliancewine.com//images/products/BOTTLE_3791.png?mode=pad
3514,"Manos Negras, Red Soil Select, Pinot Noir, Rio Negro, Patagonia",Red Wine,Argentina,Mendoza,Pinot Noir ,3,3,17.95,2018,"The autumn berry aromas are earthy, with flavours of bramble, chocolate and plum with some earthy spice.",,https://www.alliancewine.com//images/products/BOTTLE_3790.png?mode=pad
3513,"Manos Negras, Red Soil Select, Pinot Noir, Rio Negro, Patagonia",Red Wine,Argentina,Mendoza,Pinot Noir ,3,3,17.95,2017,"The autumn berry aromas are earthy, with flavours of bramble, chocolate and plum with some earthy spice.",,https://www.alliancewine.com//images/products/BOTTLE_3790.png?mode=pad
3512,"The Drift Farm, Over The Moon, Overberg Highlands, South Africa",Red Wine,South Africa,Overberg Highlands," Tinta Barocca,  Pinotage,  Mouvedre,  Shiraz ,  Touriga Franca , Cinsault ",0,0,17.95,2018,"A Brave new style of red wine. Crafted from varieties, on the edge of wildness, the aroma can be described as organised chaos. Breathe in deeply because this is the small path less travelled. With aromas of black cherry, basil, rosemary and spice and flavours of ripe plum and dark chocolate the wine surprises with its refreshing acidity and softness (due to a lack of tannin).",,https://www.alliancewine.com//images/products/BOTTLE_3449.png?mode=pad
3511,"Zephyr Wines, MK III Sauvignon Blanc, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Sauvignon Blanc ,3,4,17.95,2020,"Fleshy and crisp, with superb weight and depth. Vibrant melon, gooseberry and lime flavours, and slightly salty and leesy notes adding complexity.",,https://www.alliancewine.com//images/products/BOTTLE_3114.png?mode=pad
3510,"Zephyr Wines, MK III Sauvignon Blanc, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Sauvignon Blanc ,3,4,17.95,2019,"Fleshy and crisp, with superb weight and depth. Vibrant melon, gooseberry and lime flavours, and slightly salty and leesy notes adding complexity.",,https://www.alliancewine.com//images/products/BOTTLE_3114.png?mode=pad
3509,"Zephyr Wines, Riesling, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Riesling ,2,4,17.95,2020,Pale straw with a green hue. Aromas of ginger and green apple and a mouthwatering citrussy palate showing varietal elegance.,,https://www.alliancewine.com//images/products/BOTTLE_2988.png?mode=pad
3508,"Zephyr Wines, Riesling, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Riesling ,2,4,17.95,2019,Pale straw with a green hue. Aromas of ginger and green apple and a mouthwatering citrussy palate showing varietal elegance.,,https://www.alliancewine.com//images/products/BOTTLE_2988.png?mode=pad
3507,"Zephyr Wines, Gewürztraminer, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Gewürztraminer ,0,0,17.95,2020,"Bright straw green in colour. Enticing red capsicum, gooseberry and freshly cut lemongrass on the nose. Focused primary fruit with elegant textural weight and balanced lingering acidity.",,https://www.alliancewine.com//images/products/BOTTLE_2987.png?mode=pad
3506,"Thistledown, Thorny Devil Grenache, McLaren Vale, South Australia, Australia",Red Wine,Australia,South Australia,Grenache ,5,3,17.95,2020,"In 2020, the fruit for Thorny Devil came from a variety of some of the finest vineyards in McLaren Vale. Old bush trained vines and sandy, mineral strewn vineyards ensure that this is amongst our most delicious Grenaches.Characteristic McLaren Vale perfume and spice with a beguiling texture and perfume that keeps you interested. ",,https://www.alliancewine.com//images/products/BOTTLE_2943.png?mode=pad
3505,"Thistledown, Thorny Devil Grenache, McLaren Vale, South Australia, Australia",Red Wine,Australia,South Australia,Grenache ,5,3,17.95,2019,"The resulting wine has the characteristic McLaren Vale perfume and spice with a
beguiling texture and perfume that keeps you interested.",,https://www.alliancewine.com//images/products/BOTTLE_2943.png?mode=pad
3504,"Thistledown, Thorny Devil Grenache, Barossa Valley, South Australia, Australia",Red Wine,Australia,South Australia,Grenache ,5,3,17.95,2018,"Packing the characteristic Barossa punch, this delicately hued red is otherwise very elegant with vibrant wild strawberry, spice and silky texture.",,https://www.alliancewine.com//images/products/BOTTLE_2943.png?mode=pad
3503,"Guillaume Gonnet, Côtes du Rhône Villages Rouge, Le Hardi, Southern Rhône, France",Red Wine,France,Rhône," Syrah , Grenache ",4,4,17.95,2020,"Often described as a “Baby Châteauneuf du Pape”, this wine is rich, complex, yet approachable. Red and dark fruits, cherries, spices and liquorice on the nose and palate.",,https://www.alliancewine.com//images/products/BOTTLE_2696.png?mode=pad
3502,"Guillaume Gonnet, Côtes du Rhône Villages Rouge, Le Hardi, Southern Rhône, France",Red Wine,France,Rhône," Syrah , Grenache ",4,4,17.95,2019,"Often described as a “Baby Châteauneuf du Pape”, this wine is rich, complex, yet approachable. Red and dark fruits, cherries, spices and liquorice on the nose and palate.",,https://www.alliancewine.com//images/products/BOTTLE_2696.png?mode=pad
3501,"Zaccagnini, Verdicchio di Castelli di Jesi Classico Superiore, Salmàgina, Marche, Italy",White Wine,Italy,Marche,Verdicchio ,3,4,17.95,2018,"Similar to the Cima Signoria but more elegant. The light over-ripening of the grapes and the lees contact give ‘Salmagina’ its fine structure, elegance and ageing potential. A single-vineyard Verdicchio that is the perfect symbiosis of tradition and innovation. Intense straw yellow with greenish hues. Elegant acacia and field flower aromas. Gentle, soft and intense on the palate with a long finish.",,https://www.alliancewine.com//images/products/BOTTLE_2684.png?mode=pad
3500,"Zaccagnini, Verdicchio di Castelli di Jesi Classico Superiore, Salmàgina, Marche, Italy",White Wine,Italy,Marche,Verdicchio ,3,4,17.95,2017,"Similar to the Cima Signoria but more elegant. The light over-ripening of the grapes and the lees contact give ‘Salmagina’ its fine structure, elegance and ageing potential. A single-vineyard Verdicchio that is the perfect symbiosis of tradition and innovation. Intense straw yellow with greenish hues. Elegant acacia and field flower aromas. Gentle, soft and intense on the palate with a long finish.",,https://www.alliancewine.com//images/products/BOTTLE_2684.png?mode=pad
3499,"Domaine Berrod, Fleurie, Beaujolais, France",Red Wine,France,Beaujolais,Gamay ,1,5,17.95,2018,"This wine offers a spectrum of aromas, from red fruits to blackcurrant and bilberries with notes of cocoa, coffee and cedar. Velvety smooth and elegant supple tannin and balanced acidity giving elegant structure and texture to the wine and ripe, generous fruit filling the palate.",,https://www.alliancewine.com//images/products/BOTTLE_1960.png?mode=pad
3498,"Mora & Memo, Tino, Vermentino di Sardegna, DOC Sardinia, Italy",White Wine,Italy,Sardinia,Vermentino ,5,2,17.95,2020,"Straw colour with green tints, brilliant. Intense and persistent with scents of flowers and plants, rosemary, thyme and sage. Flavour is predominant of vegetal notes, warm and full of good thickness and balanced with a long persistence.",,https://www.alliancewine.com//images/products/BOTTLE_1858.png?mode=pad
3497,"Mora & Memo, Tino, Vermentino di Sardegna, DOC Sardinia, Italy",White Wine,Italy,Sardinia,Vermentino ,5,2,17.95,2019,"Straw colour with green tints, brilliant. Intense and persistent with scents of flowers and plants, rosemary, thyme and sage. Flavour is predominant of vegetal notes, warm and full of good thickness and balanced with a long persistence.",,https://www.alliancewine.com//images/products/BOTTLE_1858.png?mode=pad
3496,"Mora & Memo, Nau, Cannonau di Sardegna, DOC Sardinia, Italy",Red Wine,Italy,Sardinia,Cannonau ,4,3,17.95,2020,"Intense ruby ​​red colour with violet reflections, impenetrable. Bouquet of red berries and spices and coffee. Smooth and elegant tannins in a great structure and complexity.",,https://www.alliancewine.com//images/products/BOTTLE_1857.png?mode=pad
3495,"Mora & Memo, Nau, Cannonau di Sardegna, DOC Sardinia, Italy",Red Wine,Italy,Sardinia,Cannonau ,4,3,17.95,2019,"Intense ruby ​​red colour with violet reflections, impenetrable. Bouquet of red berries and spices and coffee. Smooth and elegant tannins in a great structure and complexity.",,https://www.alliancewine.com//images/products/BOTTLE_1857.png?mode=pad
3494,"Bodegas Manzanos, Castillo De Enériz Colección, Navarra, Spain",Red Wine,Spain,DOCa Rioja," Garnacha ,  Cabernet Sauvignon ,  Graciano , Tempranillo ",4,4,17.95,2015,"A bright garnet red colour, intense and deep. Intense aroma's of black fruits, cherry and liquorice. Perfectly assembled with spice and chocolate flavours. Round, stuctured with a long aftertaste of spice and black fruits.",,https://www.alliancewine.com//images/products/BOTTLE_1852.png?mode=pad
3493,"Cartlidge and Browne, Chardonnay, North Coast, California, USA",White Wine,United States of America,California," Muscat Canelli , Chardonnay ",0,0,17.95,2019,"Flavours of pear, melon and light citrus with aromatics of straw,lemon and oak tones of sweet caramel and hazelnut.",,https://www.alliancewine.com//images/products/BOTTLE_1826.png?mode=pad
3492,"Cartlidge and Browne, Chardonnay, North Coast, California, USA",White Wine,United States of America,California," Riesling ,  Sauvignon Blanc , Chardonnay ",3,4,17.95,2018,Burgundian in style with elegant mineral complexity combined with the slightest of caramel and brown sugar notes. Aromas of a green apples and honeysuckle lead to a palate that is both silky and generous. Flavours of honey and baked bread from sur lee aging while maintaining a delicious fruit profile.,,https://www.alliancewine.com//images/products/BOTTLE_1826.png?mode=pad
3491,"Bodegas Manzanos, Voché Crianza, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja," Graciano , Tempranillo ",4,4,17.95,2017,"Intense red colour with garnet nuances. Expressive, aromatic with mature fruit and spices such as clove and white pepper ending in a well rounded, intense but very juicy wine with lovely integrated oak and tannins.",,https://www.alliancewine.com//images/products/BOTTLE_1372.png?mode=pad
3490,"Cantina Merano, Pinot Grigio, Festival, DOC Alto Adige, Italy",White Wine,Italy,Alto Adige,Pinot Grigio ,3,3,17.95,2020,"Vivid straw yellow. Fruity, fresh scent of green apples and banana, balanced and full on the palate with a refreshing fruit acidity and a fine finish.",,https://www.alliancewine.com//images/products/BOTTLE_1258.png?mode=pad
3489,"Cantina Merano, Pinot Grigio, Festival, DOC Alto Adige, Italy",White Wine,Italy,Alto Adige,Pinot Grigio ,3,3,17.95,2019,"Vivid straw yellow. Fruity, fresh scent of green apples and banana, balanced and full on the palate with a refreshing fruit acidity and a fine finish.",,https://www.alliancewine.com//images/products/BOTTLE_1258.png?mode=pad
3488,"Cantina Merano, Pinot Grigio, Festival, DOC Alto Adige, Italy",White Wine,Italy,Alto Adige,Pinot Grigio ,3,3,17.95,2018,"Vivid straw yellow. Fruity, fresh scent of green apples and banana, balanced and full on the palate with a refreshing fruit acidity and a fine finish.",,https://www.alliancewine.com//images/products/BOTTLE_1258.png?mode=pad
3487,"Cantina Merano, Pinot Bianco, Weissburgunder, Festival, DOC Alto Adige, Italy",White Wine,Italy,Alto Adige,Pinot Bianco ,0,0,17.95,2020,"Brilliant greenish yellow, decent, fresh scent of green apples, rich and well balanced on the palate, vivid acidity. A sophisticated wine with Alpine freshness guaranteed.",,https://www.alliancewine.com//images/products/BOTTLE_1257.png?mode=pad
3486,"Cantina Merano, Pinot Bianco, Weissburgunder, Festival, DOC Alto Adige, Italy",White Wine,Italy,Alto Adige,Pinot Bianco ,0,0,17.95,2019,"Brilliant greenish yellow, decent, fresh scent of green apples, rich and well balanced on the palate, vivid acidity. A sophisticated wine with Alpine freshness guaranteed.",,https://www.alliancewine.com//images/products/BOTTLE_1257.png?mode=pad
3485,"Cartlidge and Browne, Pinot Noir, North Coast, California, USA",Red Wine,United States of America,California,Pinot Noir ,3,4,17.95,2019,"This ruby-purple Pinot is no pushover. Bold cherries, raspberries and blackberries purr with vanilla meringue and toasty oak notes. Warming on the tongue, baking spice and stone-like minerality round into a juicy, firm finish.",,https://www.alliancewine.com//images/products/BOTTLE_1161.png?mode=pad
3484,"Cartlidge and Browne, Pinot Noir, North Coast, California, USA",Red Wine,United States of America,California,Pinot Noir ,3,4,17.95,2018,"This ruby-purple Pinot is no pushover. Bold cherries, raspberries and blackberries purr with vanilla meringue and toasty oak notes. Warming on the tongue, baking spice and stone-like minerality round into a juicy, firm finish.",,https://www.alliancewine.com//images/products/BOTTLE_1161.png?mode=pad
3483,"Cartlidge and Browne, Cabernet Sauvignon, North Coast, USA",Red Wine,United States of America,California," Malbec ,  Petit Verdot ,  Merlot , Cabernet Sauvignon ",4,3,17.95,2019,"This Cabernet starts out with rich, delicious red fruits on the nose that flows into cherry, watermelon, candied plum and crème brûlée. The soft, yet fine, tannins have notes of coffee, rose petals and wet slate. Served lightly chilled this is beautifully elegant.",,https://www.alliancewine.com//images/products/BOTTLE_1159.png?mode=pad
3482,"Cartlidge and Browne, Cabernet Sauvignon, North Coast, USA",Red Wine,United States of America,California," Petit Verdot ,  Merlot , Cabernet Merlot ",5,4,17.95,2018,"This is a classic Cabernet! The nose reveals a cornucopia of fruit and invites serious attention; plum, blackberries and cherry pie notes coast alongside a savoury edge of dried herbs and dusty tannins. Best part? The mouth-filling, velvety textured, lingering finish.",,https://www.alliancewine.com//images/products/BOTTLE_1159.png?mode=pad
3481,"Thistledown, The Great Escape Chardonnay, Adelaide Hills, South Australia, Australia",White Wine,Australia,South Australia,Chardonnay ,4,3,17.95,2019,"Citrussy, subtle oak influence and a bright yet creamy palate. With moderate alcohol, focussed, crisp citrus fruit and a mouthwatering finish, this is an accomplished, truly modern style of this noble variety.",,https://www.alliancewine.com//images/products/BOTTLE_2942.png?mode=pad
3480,"Thistledown, The Great Escape Chardonnay, Adelaide Hills, South Australia, Australia",White Wine,Australia,South Australia,Chardonnay ,4,3,17.95,2018,"Citrussy, subtle oak influence and a bright yet creamy palate. With moderate alcohol, focussed, crisp citrus fruit and a mouthwatering finish, this is an accomplished, truly modern style of this noble variety.",,https://www.alliancewine.com//images/products/BOTTLE_2942.png?mode=pad
3479,"Château de Lancyre, Pic St Loup Rouge La Coste d'Aleyrac, Languedoc, France",Red Wine,France,Languedoc & South West," Carignan ,  Grenache , Syrah ",4,4,17.95,2019,"A wine with a deep red hue. The nose exudes notes of black cherry and rose on pouring then reveals aromas of black olive, liquorice and spice after swirling. The palate is full and fleshy and delivers flavours of black olives and candied liquorice with a long, fresh finish and elegant tannins.",,https://www.alliancewine.com//images/products/BOTTLE_4137.png?mode=pad
3478,"Château de Lancyre, Pic St Loup Rouge La Coste d'Aleyrac, Languedoc, France",Red Wine,France,Languedoc & South West," Carignan ,  Grenache , Syrah ",4,4,17.95,2018,"Limpid, brilliant red. Delightful, exuberant nose dominated by pepper and menthol notes and marked by red berry fruit aromas of redcurrant on first pour. After swirling, the nose opens up to liquorice and cherry. Lightweight, flavoursome and fruity palate. ",,https://www.alliancewine.com//images/products/BOTTLE_4137.png?mode=pad
3477,"Vinicola del Priorat, Mas Dels Frares, Priorat, Spain",Red Wine,Spain,Priorat," Merlot ,  Cabernet Sauvignon ,  Carignan , Grenache ",5,4,17.45,2019,"Deep ruby appearance. The nose shows incredible richness despite still being fairly closed. Ripe fruits like blueberries and red plums against a background of cedar and tobacco-leaf notes from the oak. Well-structured with lively acidity, grippy high quality tannins, salinity and smoothing alcohol, ending in a long finish in which oak and fruit continue in excellent balance.",,https://www.alliancewine.com//images/products/BOTTLE_4121.png?mode=pad
3476,"Bodegas Altolandon Blanco, Manchuela, Spain",White Wine,Spain,La Mancha," Petit Manseng , Chardonnay ",0,0,17.45,2016,"An intense golden colour, lemon zest and grapefruit greet the nose with elements of toasted bread, butter and nuts. The palate is greasy but balanced with fresh fruit, acidity and in perfect harmony with the well integrated oak and alcohol.",,https://www.alliancewine.com//images/products/BOTTLE_2192.png?mode=pad
3475,"Bodegas Sumarroca, Cava Brut Nature Gran Reserva, DO Cava, Spain",White Wine,Spain,Penedès," Chardonnay,  Macabeu ,  Xarel-lo , Parellada ",3,3,17.45,2017,"Pale yellow colour. Fresh, complex aroma that mixes pastry notes from the cava’s 36-month aging with light hints of fresh fruit from the base wine. Fresh and smooth on the palate, with very fine bubbles that perfectly complement the wine's complexity. An elegant, serious finish, long and dry, bringing out the essential flavour of the cava. ",,https://www.alliancewine.com//images/products/BOTTLE_2713.png?mode=pad
3474,"Bodegas Sumarroca, Cava Brut Nature Gran Reserva, DO Cava, Spain",White Wine,Spain,Penedès," Macabeu ,  Parellada , Xarel-lo ",0,0,17.45,2016,"Pale yellow colour. Fresh, complex aroma that mixes pastry notes from the cava’s 36-month aging with light hints of fresh fruit from the base wine. Fresh and smooth on the palate, with very fine bubbles that perfectly complement the wine's complexity. An elegant, serious finish, long and dry, bringing out the essential flavour of the cava. ",,https://www.alliancewine.com//images/products/BOTTLE_2713.png?mode=pad
3473,"Bodegas Gratias, Got, Manchuela, Spain",Red Wine,Spain,Manchuela,Bobal ,4,3,17.45,2019,"Garnet red with purple hues. Fruity on the nose, red berries and an earthy palate. Creamy, fruity and a fresh mouthfeel.",,https://www.alliancewine.com//images/products/BOTTLE_2198.png?mode=pad
3472,"Bodegas Gratias, Got, Manchuela, Spain",Red Wine,Spain,Manchuela,Bobal ,4,3,17.45,2017,"Garnet red with purple hues. Fruity on the nose, red berries and an earthy palate. Creamy, fruity and a fresh mouthfeel.",,https://www.alliancewine.com//images/products/BOTTLE_2198.png?mode=pad
3471,"Mabis, Valpolicella Classico Superiore, Ripasso, Valpolicella DOC, Italy",Red Wine,Italy,Veneto," Molinara ,  Rondinella , Corvina Veronese ",0,0,17.45,2017,"This wine is bursting with cherries on the nose, has great depth of flavour, a hint of sweetness from the ripasso dried grapes, silky smooth fruit and a long, rich velvety finish.",,https://www.alliancewine.com//images/products/BOTTLE_1008.png?mode=pad
3470,"Mabis, Valpolicella Classico Superiore, Ripasso, Valpolicella DOC, Italy",Red Wine,Italy,Veneto," Molinara ,  Rondinella , Corvina Veronese ",0,0,17.45,2016,"This wine is bursting with cherries on the nose, has great depth of flavour, a hint of sweetness from the ripasso dried grapes, silky smooth fruit and a long, rich velvety finish.",,https://www.alliancewine.com//images/products/BOTTLE_1008.png?mode=pad
